longitude,latitude,source,countryCode,basisOfRecord
-64.435,-16.7261,F,,PreservedSpecimen
-64.435,-16.7261,F,,PreservedSpecimen
-74.14,-9.1839,F,,PreservedSpecimen
-74.14,-9.1839,F,,PreservedSpecimen
-64.435,-16.7261,F,,PreservedSpecimen
-74.14,-9.1839,F,,PreservedSpecimen
-74.14,-9.1839,F,,PreservedSpecimen
-64.435,-16.7261,F,,PreservedSpecimen
-66.6167,-14.5,MA,BOL,PreservedSpecimen
-66.6167,-14.5,MA,BOL,PreservedSpecimen
-83.3947,9.5303,MA,CRI,PreservedSpecimen
-85.5017,11.4625,MA,NIC,PreservedSpecimen
-83.3947,8.5303,MA,CRI,PreservedSpecimen
-81.5333,7.7667,MA,PAN,PreservedSpecimen
-81.5167,7.7,MA,PAN,PreservedSpecimen
-54.6166666667,-25.5166666667,MA,PRY,PreservedSpecimen
-92.9667,15.7333,MA,MEX,PreservedSpecimen
-84.3,12.1666666667,CAS,,PreservedSpecimen
-70.7166666667,8.8666666667,CAS,,PreservedSpecimen
-70.7333333333,8.8666666667,CAS,,PreservedSpecimen
-86.2891666667,13.2283333333,CAS,,PreservedSpecimen
-63.8166666667,-18.1333333333,CAS,,PreservedSpecimen
-71.1833333333,8.45,CAS,,PreservedSpecimen
-63.55,-18.1833333333,CAS,,PreservedSpecimen
